"task","repeat_id","outer_fold","inner_fold","t_end","num.trees","mtry_rule","min.node.size","k_use","mtry","accuracy"
"HEME_vs_CONTROL",5,1,3,14,400,"floor_sqrt_p",7,11,3,0.946564885496183
"HEME_vs_CONTROL",5,1,4,14,400,"floor_sqrt_p",2,11,3,0.956632653061224
"HEME_vs_CONTROL",5,1,4,14,400,"floor_sqrt_p",5,11,3,0.951530612244898
"HEME_vs_CONTROL",5,1,4,14,400,"floor_sqrt_p",7,11,3,0.959183673469388
"HEME_vs_CONTROL",5,1,5,14,400,"floor_sqrt_p",2,11,3,0.938775510204082
"HEME_vs_CONTROL",5,1,5,14,400,"floor_sqrt_p",5,11,3,0.938775510204082
"HEME_vs_CONTROL",5,1,5,14,400,"floor_sqrt_p",7,11,3,0.938775510204082
"HEME_vs_CONTROL",5,1,1,15,400,"floor_sqrt_p",2,11,3,0.936386768447837
"HEME_vs_CONTROL",5,1,1,15,400,"floor_sqrt_p",5,11,3,0.933842239185751
"HEME_vs_CONTROL",5,1,1,15,400,"floor_sqrt_p",7,11,3,0.933842239185751
"HEME_vs_CONTROL",5,1,2,15,400,"floor_sqrt_p",2,11,3,0.931297709923664
"HEME_vs_CONTROL",5,1,2,15,400,"floor_sqrt_p",5,11,3,0.928753180661578
"HEME_vs_CONTROL",5,1,2,15,400,"floor_sqrt_p",7,11,3,0.928753180661578
"HEME_vs_CONTROL",5,1,3,15,400,"floor_sqrt_p",2,12,3,0.951653944020356
"HEME_vs_CONTROL",5,1,3,15,400,"floor_sqrt_p",5,12,3,0.946564885496183
"HEME_vs_CONTROL",5,1,3,15,400,"floor_sqrt_p",7,12,3,0.946564885496183
"HEME_vs_CONTROL",5,1,4,15,400,"floor_sqrt_p",2,11,3,0.948979591836735
"HEME_vs_CONTROL",5,1,4,15,400,"floor_sqrt_p",5,11,3,0.948979591836735
"HEME_vs_CONTROL",5,1,4,15,400,"floor_sqrt_p",7,11,3,0.951530612244898
"HEME_vs_CONTROL",5,1,5,15,400,"floor_sqrt_p",2,12,3,0.948979591836735
"HEME_vs_CONTROL",5,1,5,15,400,"floor_sqrt_p",5,12,3,0.943877551020408
"HEME_vs_CONTROL",5,1,5,15,400,"floor_sqrt_p",7,12,3,0.943877551020408
"HEME_vs_CONTROL",5,1,1,16,400,"floor_sqrt_p",2,12,3,0.936386768447837
"HEME_vs_CONTROL",5,1,1,16,400,"floor_sqrt_p",5,12,3,0.933842239185751
"HEME_vs_CONTROL",5,1,1,16,400,"floor_sqrt_p",7,12,3,0.936386768447837
"HEME_vs_CONTROL",5,1,2,16,400,"floor_sqrt_p",2,11,3,0.926208651399491
"HEME_vs_CONTROL",5,1,2,16,400,"floor_sqrt_p",5,11,3,0.926208651399491
"HEME_vs_CONTROL",5,1,2,16,400,"floor_sqrt_p",7,11,3,0.916030534351145
"HEME_vs_CONTROL",5,1,3,16,400,"floor_sqrt_p",2,12,3,0.94910941475827
"HEME_vs_CONTROL",5,1,3,16,400,"floor_sqrt_p",5,12,3,0.94147582697201
"HEME_vs_CONTROL",5,1,3,16,400,"floor_sqrt_p",7,12,3,0.94147582697201
"HEME_vs_CONTROL",5,1,4,16,400,"floor_sqrt_p",2,12,3,0.956632653061224
"HEME_vs_CONTROL",5,1,4,16,400,"floor_sqrt_p",5,12,3,0.951530612244898
"HEME_vs_CONTROL",5,1,4,16,400,"floor_sqrt_p",7,12,3,0.951530612244898
"HEME_vs_CONTROL",5,1,5,16,400,"floor_sqrt_p",2,12,3,0.938775510204082
"HEME_vs_CONTROL",5,1,5,16,400,"floor_sqrt_p",5,12,3,0.941326530612245
"HEME_vs_CONTROL",5,1,5,16,400,"floor_sqrt_p",7,12,3,0.941326530612245
"HEME_vs_CONTROL",5,1,1,17,400,"floor_sqrt_p",2,12,3,0.931297709923664
"HEME_vs_CONTROL",5,1,1,17,400,"floor_sqrt_p",5,12,3,0.928753180661578
"HEME_vs_CONTROL",5,1,1,17,400,"floor_sqrt_p",7,12,3,0.931297709923664
"HEME_vs_CONTROL",5,1,2,17,400,"floor_sqrt_p",2,12,3,0.926208651399491
"HEME_vs_CONTROL",5,1,2,17,400,"floor_sqrt_p",5,12,3,0.928753180661578
"HEME_vs_CONTROL",5,1,2,17,400,"floor_sqrt_p",7,12,3,0.926208651399491
"HEME_vs_CONTROL",5,1,3,17,400,"floor_sqrt_p",2,13,3,0.94147582697201
"HEME_vs_CONTROL",5,1,3,17,400,"floor_sqrt_p",5,13,3,0.938931297709924
"HEME_vs_CONTROL",5,1,3,17,400,"floor_sqrt_p",7,13,3,0.94147582697201
"HEME_vs_CONTROL",5,1,4,17,400,"floor_sqrt_p",2,12,3,0.948979591836735
"HEME_vs_CONTROL",5,1,4,17,400,"floor_sqrt_p",5,12,3,0.946428571428571
"HEME_vs_CONTROL",5,1,4,17,400,"floor_sqrt_p",7,12,3,0.948979591836735
"HEME_vs_CONTROL",5,1,5,17,400,"floor_sqrt_p",2,13,3,0.936224489795918
"HEME_vs_CONTROL",5,1,5,17,400,"floor_sqrt_p",5,13,3,0.931122448979592
"HEME_vs_CONTROL",5,1,5,17,400,"floor_sqrt_p",7,13,3,0.936224489795918
"HEME_vs_CONTROL",5,1,1,18,400,"floor_sqrt_p",2,12,3,0.928753180661578
"HEME_vs_CONTROL",5,1,1,18,400,"floor_sqrt_p",5,12,3,0.923664122137405
"HEME_vs_CONTROL",5,1,1,18,400,"floor_sqrt_p",7,12,3,0.928753180661578
"HEME_vs_CONTROL",5,1,2,18,400,"floor_sqrt_p",2,12,3,0.921119592875318
"HEME_vs_CONTROL",5,1,2,18,400,"floor_sqrt_p",5,12,3,0.921119592875318
"HEME_vs_CONTROL",5,1,2,18,400,"floor_sqrt_p",7,12,3,0.921119592875318
"HEME_vs_CONTROL",5,1,3,18,400,"floor_sqrt_p",2,13,3,0.928753180661578
"HEME_vs_CONTROL",5,1,3,18,400,"floor_sqrt_p",5,13,3,0.926208651399491
"HEME_vs_CONTROL",5,1,3,18,400,"floor_sqrt_p",7,13,3,0.921119592875318
"HEME_vs_CONTROL",5,1,4,18,400,"floor_sqrt_p",2,13,3,0.954081632653061
"HEME_vs_CONTROL",5,1,4,18,400,"floor_sqrt_p",5,13,3,0.948979591836735
"HEME_vs_CONTROL",5,1,4,18,400,"floor_sqrt_p",7,13,3,0.948979591836735
"HEME_vs_CONTROL",5,1,5,18,400,"floor_sqrt_p",2,13,3,0.931122448979592
"HEME_vs_CONTROL",5,1,5,18,400,"floor_sqrt_p",5,13,3,0.933673469387755
"HEME_vs_CONTROL",5,1,5,18,400,"floor_sqrt_p",7,13,3,0.936224489795918
"HEME_vs_CONTROL",5,1,1,19,400,"floor_sqrt_p",2,13,3,0.936386768447837
"HEME_vs_CONTROL",5,1,1,19,400,"floor_sqrt_p",5,13,3,0.931297709923664
"HEME_vs_CONTROL",5,1,1,19,400,"floor_sqrt_p",7,13,3,0.931297709923664
"HEME_vs_CONTROL",5,1,2,19,400,"floor_sqrt_p",2,12,3,0.918575063613232
"HEME_vs_CONTROL",5,1,2,19,400,"floor_sqrt_p",5,12,3,0.916030534351145
"HEME_vs_CONTROL",5,1,2,19,400,"floor_sqrt_p",7,12,3,0.918575063613232
"HEME_vs_CONTROL",5,1,3,19,400,"floor_sqrt_p",2,13,3,0.921119592875318
"HEME_vs_CONTROL",5,1,3,19,400,"floor_sqrt_p",5,13,3,0.921119592875318
"HEME_vs_CONTROL",5,1,3,19,400,"floor_sqrt_p",7,13,3,0.926208651399491
"HEME_vs_CONTROL",5,1,4,19,400,"floor_sqrt_p",2,13,3,0.946428571428571
"HEME_vs_CONTROL",5,1,4,19,400,"floor_sqrt_p",5,13,3,0.946428571428571
"HEME_vs_CONTROL",5,1,4,19,400,"floor_sqrt_p",7,13,3,0.941326530612245
"HEME_vs_CONTROL",5,1,5,19,400,"floor_sqrt_p",2,13,3,0.946428571428571
"HEME_vs_CONTROL",5,1,5,19,400,"floor_sqrt_p",5,13,3,0.948979591836735
"HEME_vs_CONTROL",5,1,5,19,400,"floor_sqrt_p",7,13,3,0.938775510204082
"HEME_vs_CONTROL",5,1,1,20,400,"floor_sqrt_p",2,13,3,0.926208651399491
"HEME_vs_CONTROL",5,1,1,20,400,"floor_sqrt_p",5,13,3,0.921119592875318
"HEME_vs_CONTROL",5,1,1,20,400,"floor_sqrt_p",7,13,3,0.921119592875318
"HEME_vs_CONTROL",5,1,2,20,400,"floor_sqrt_p",2,13,3,0.931297709923664
"HEME_vs_CONTROL",5,1,2,20,400,"floor_sqrt_p",5,13,3,0.926208651399491
"HEME_vs_CONTROL",5,1,2,20,400,"floor_sqrt_p",7,13,3,0.926208651399491
"HEME_vs_CONTROL",5,1,3,20,400,"floor_sqrt_p",2,14,3,0.916030534351145
"HEME_vs_CONTROL",5,1,3,20,400,"floor_sqrt_p",5,14,3,0.921119592875318
"HEME_vs_CONTROL",5,1,3,20,400,"floor_sqrt_p",7,14,3,0.913486005089059
"HEME_vs_CONTROL",5,1,4,20,400,"floor_sqrt_p",2,13,3,0.938775510204082
"HEME_vs_CONTROL",5,1,4,20,400,"floor_sqrt_p",5,13,3,0.943877551020408
"HEME_vs_CONTROL",5,1,4,20,400,"floor_sqrt_p",7,13,3,0.936224489795918
"HEME_vs_CONTROL",5,1,5,20,400,"floor_sqrt_p",2,13,3,0.936224489795918
"HEME_vs_CONTROL",5,1,5,20,400,"floor_sqrt_p",5,13,3,0.938775510204082
"HEME_vs_CONTROL",5,1,5,20,400,"floor_sqrt_p",7,13,3,0.948979591836735
"HEME_vs_CONTROL",5,2,1,6,400,"floor_sqrt_p",2,5,2,0.908396946564885
"HEME_vs_CONTROL",5,2,1,6,400,"floor_sqrt_p",5,5,2,0.908396946564885
"HEME_vs_CONTROL",5,2,1,6,400,"floor_sqrt_p",7,5,2,0.905852417302799
"HEME_vs_CONTROL",5,2,2,6,400,"floor_sqrt_p",2,5,2,0.928753180661578
"HEME_vs_CONTROL",5,2,2,6,400,"floor_sqrt_p",5,5,2,0.928753180661578
"HEME_vs_CONTROL",5,2,2,6,400,"floor_sqrt_p",7,5,2,0.933842239185751
"HEME_vs_CONTROL",5,2,3,6,400,"floor_sqrt_p",2,6,2,0.931297709923664
"HEME_vs_CONTROL",5,2,3,6,400,"floor_sqrt_p",5,6,2,0.936386768447837
"HEME_vs_CONTROL",5,2,3,6,400,"floor_sqrt_p",7,6,2,0.933842239185751
"HEME_vs_CONTROL",5,2,4,6,400,"floor_sqrt_p",2,5,2,0.931122448979592
"HEME_vs_CONTROL",5,2,4,6,400,"floor_sqrt_p",5,5,2,0.928571428571429
"HEME_vs_CONTROL",5,2,4,6,400,"floor_sqrt_p",7,5,2,0.933673469387755
"HEME_vs_CONTROL",5,2,5,6,400,"floor_sqrt_p",2,5,2,0.913265306122449
"HEME_vs_CONTROL",5,2,5,6,400,"floor_sqrt_p",5,5,2,0.913265306122449
"HEME_vs_CONTROL",5,2,5,6,400,"floor_sqrt_p",7,5,2,0.915816326530612
"HEME_vs_CONTROL",5,2,1,7,400,"floor_sqrt_p",2,6,2,0.928753180661578
"HEME_vs_CONTROL",5,2,1,7,400,"floor_sqrt_p",5,6,2,0.923664122137405
"HEME_vs_CONTROL",5,2,1,7,400,"floor_sqrt_p",7,6,2,0.926208651399491
"HEME_vs_CONTROL",5,2,2,7,400,"floor_sqrt_p",2,6,2,0.938931297709924
"HEME_vs_CONTROL",5,2,2,7,400,"floor_sqrt_p",5,6,2,0.938931297709924
"HEME_vs_CONTROL",5,2,2,7,400,"floor_sqrt_p",7,6,2,0.938931297709924
"HEME_vs_CONTROL",5,2,3,7,400,"floor_sqrt_p",2,7,2,0.94147582697201
"HEME_vs_CONTROL",5,2,3,7,400,"floor_sqrt_p",5,7,2,0.938931297709924
"HEME_vs_CONTROL",5,2,3,7,400,"floor_sqrt_p",7,7,2,0.94147582697201
"HEME_vs_CONTROL",5,2,4,7,400,"floor_sqrt_p",2,7,2,0.941326530612245
"HEME_vs_CONTROL",5,2,4,7,400,"floor_sqrt_p",5,7,2,0.936224489795918
"HEME_vs_CONTROL",5,2,4,7,400,"floor_sqrt_p",7,7,2,0.938775510204082
"HEME_vs_CONTROL",5,2,5,7,400,"floor_sqrt_p",2,7,2,0.928571428571429
"HEME_vs_CONTROL",5,2,5,7,400,"floor_sqrt_p",5,7,2,0.928571428571429
"HEME_vs_CONTROL",5,2,5,7,400,"floor_sqrt_p",7,7,2,0.928571428571429
"HEME_vs_CONTROL",5,2,1,8,400,"floor_sqrt_p",2,7,2,0.923664122137405
"HEME_vs_CONTROL",5,2,1,8,400,"floor_sqrt_p",5,7,2,0.918575063613232
"HEME_vs_CONTROL",5,2,1,8,400,"floor_sqrt_p",7,7,2,0.923664122137405
"HEME_vs_CONTROL",5,2,2,8,400,"floor_sqrt_p",2,7,2,0.944020356234097
"HEME_vs_CONTROL",5,2,2,8,400,"floor_sqrt_p",5,7,2,0.944020356234097
"HEME_vs_CONTROL",5,2,2,8,400,"floor_sqrt_p",7,7,2,0.938931297709924
"HEME_vs_CONTROL",5,2,3,8,400,"floor_sqrt_p",2,7,2,0.933842239185751
"HEME_vs_CONTROL",5,2,3,8,400,"floor_sqrt_p",5,7,2,0.926208651399491
"HEME_vs_CONTROL",5,2,3,8,400,"floor_sqrt_p",7,7,2,0.931297709923664
"HEME_vs_CONTROL",5,2,4,8,400,"floor_sqrt_p",2,7,2,0.936224489795918
"HEME_vs_CONTROL",5,2,4,8,400,"floor_sqrt_p",5,7,2,0.933673469387755
"HEME_vs_CONTROL",5,2,4,8,400,"floor_sqrt_p",7,7,2,0.936224489795918
"HEME_vs_CONTROL",5,2,5,8,400,"floor_sqrt_p",2,7,2,0.926020408163265
"HEME_vs_CONTROL",5,2,5,8,400,"floor_sqrt_p",5,7,2,0.928571428571429
"HEME_vs_CONTROL",5,2,5,8,400,"floor_sqrt_p",7,7,2,0.931122448979592
"HEME_vs_CONTROL",5,2,1,9,400,"floor_sqrt_p",2,8,2,0.928753180661578
"HEME_vs_CONTROL",5,2,1,9,400,"floor_sqrt_p",5,8,2,0.933842239185751
"HEME_vs_CONTROL",5,2,1,9,400,"floor_sqrt_p",7,8,2,0.928753180661578
"HEME_vs_CONTROL",5,2,2,9,400,"floor_sqrt_p",2,8,2,0.938931297709924
"HEME_vs_CONTROL",5,2,2,9,400,"floor_sqrt_p",5,8,2,0.944020356234097
"HEME_vs_CONTROL",5,2,2,9,400,"floor_sqrt_p",7,8,2,0.938931297709924
"HEME_vs_CONTROL",5,2,3,9,400,"floor_sqrt_p",2,8,2,0.938931297709924
"HEME_vs_CONTROL",5,2,3,9,400,"floor_sqrt_p",5,8,2,0.944020356234097
"HEME_vs_CONTROL",5,2,3,9,400,"floor_sqrt_p",7,8,2,0.944020356234097
"HEME_vs_CONTROL",5,2,4,9,400,"floor_sqrt_p",2,8,2,0.933673469387755
"HEME_vs_CONTROL",5,2,4,9,400,"floor_sqrt_p",5,8,2,0.936224489795918
"HEME_vs_CONTROL",5,2,4,9,400,"floor_sqrt_p",7,8,2,0.933673469387755
"HEME_vs_CONTROL",5,2,5,9,400,"floor_sqrt_p",2,8,2,0.931122448979592
"HEME_vs_CONTROL",5,2,5,9,400,"floor_sqrt_p",5,8,2,0.928571428571429
"HEME_vs_CONTROL",5,2,5,9,400,"floor_sqrt_p",7,8,2,0.931122448979592
"HEME_vs_CONTROL",5,2,1,10,400,"floor_sqrt_p",2,8,2,0.921119592875318
"HEME_vs_CONTROL",5,2,1,10,400,"floor_sqrt_p",5,8,2,0.923664122137405
"HEME_vs_CONTROL",5,2,1,10,400,"floor_sqrt_p",7,8,2,0.918575063613232
"HEME_vs_CONTROL",5,2,2,10,400,"floor_sqrt_p",2,8,2,0.931297709923664
"HEME_vs_CONTROL",5,2,2,10,400,"floor_sqrt_p",5,8,2,0.933842239185751
"HEME_vs_CONTROL",5,2,2,10,400,"floor_sqrt_p",7,8,2,0.936386768447837
"HEME_vs_CONTROL",5,2,3,10,400,"floor_sqrt_p",2,9,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,10,400,"floor_sqrt_p",5,9,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,10,400,"floor_sqrt_p",7,9,3,0.954198473282443
"HEME_vs_CONTROL",5,2,4,10,400,"floor_sqrt_p",2,9,3,0.938775510204082
"HEME_vs_CONTROL",5,2,4,10,400,"floor_sqrt_p",5,9,3,0.938775510204082
"HEME_vs_CONTROL",5,2,4,10,400,"floor_sqrt_p",7,9,3,0.938775510204082
"HEME_vs_CONTROL",5,2,5,10,400,"floor_sqrt_p",2,8,2,0.926020408163265
"HEME_vs_CONTROL",5,2,5,10,400,"floor_sqrt_p",5,8,2,0.920918367346939
"HEME_vs_CONTROL",5,2,5,10,400,"floor_sqrt_p",7,8,2,0.913265306122449
"HEME_vs_CONTROL",5,2,1,11,400,"floor_sqrt_p",2,9,3,0.928753180661578
"HEME_vs_CONTROL",5,2,1,11,400,"floor_sqrt_p",5,9,3,0.928753180661578
"HEME_vs_CONTROL",5,2,1,11,400,"floor_sqrt_p",7,9,3,0.931297709923664
"HEME_vs_CONTROL",5,2,2,11,400,"floor_sqrt_p",2,9,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,11,400,"floor_sqrt_p",5,9,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,11,400,"floor_sqrt_p",7,9,3,0.94147582697201
"HEME_vs_CONTROL",5,2,3,11,400,"floor_sqrt_p",2,9,3,0.938931297709924
"HEME_vs_CONTROL",5,2,3,11,400,"floor_sqrt_p",5,9,3,0.936386768447837
"HEME_vs_CONTROL",5,2,3,11,400,"floor_sqrt_p",7,9,3,0.936386768447837
"HEME_vs_CONTROL",5,2,4,11,400,"floor_sqrt_p",2,9,3,0.948979591836735
"HEME_vs_CONTROL",5,2,4,11,400,"floor_sqrt_p",5,9,3,0.948979591836735
"HEME_vs_CONTROL",5,2,4,11,400,"floor_sqrt_p",7,9,3,0.954081632653061
"HEME_vs_CONTROL",5,2,5,11,400,"floor_sqrt_p",2,9,3,0.928571428571429
"HEME_vs_CONTROL",5,2,5,11,400,"floor_sqrt_p",5,9,3,0.931122448979592
"HEME_vs_CONTROL",5,2,5,11,400,"floor_sqrt_p",7,9,3,0.933673469387755
"HEME_vs_CONTROL",5,2,1,12,400,"floor_sqrt_p",2,9,3,0.94147582697201
"HEME_vs_CONTROL",5,2,1,12,400,"floor_sqrt_p",5,9,3,0.946564885496183
"HEME_vs_CONTROL",5,2,1,12,400,"floor_sqrt_p",7,9,3,0.944020356234097
"HEME_vs_CONTROL",5,2,2,12,400,"floor_sqrt_p",2,9,3,0.938931297709924
"HEME_vs_CONTROL",5,2,2,12,400,"floor_sqrt_p",5,9,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,12,400,"floor_sqrt_p",7,9,3,0.933842239185751
"HEME_vs_CONTROL",5,2,3,12,400,"floor_sqrt_p",2,10,3,0.94147582697201
"HEME_vs_CONTROL",5,2,3,12,400,"floor_sqrt_p",5,10,3,0.938931297709924
"HEME_vs_CONTROL",5,2,3,12,400,"floor_sqrt_p",7,10,3,0.938931297709924
"HEME_vs_CONTROL",5,2,4,12,400,"floor_sqrt_p",2,10,3,0.954081632653061
"HEME_vs_CONTROL",5,2,4,12,400,"floor_sqrt_p",5,10,3,0.948979591836735
"HEME_vs_CONTROL",5,2,4,12,400,"floor_sqrt_p",7,10,3,0.951530612244898
"HEME_vs_CONTROL",5,2,5,12,400,"floor_sqrt_p",2,10,3,0.933673469387755
"HEME_vs_CONTROL",5,2,5,12,400,"floor_sqrt_p",5,10,3,0.931122448979592
"HEME_vs_CONTROL",5,2,5,12,400,"floor_sqrt_p",7,10,3,0.938775510204082
"HEME_vs_CONTROL",5,2,1,13,400,"floor_sqrt_p",2,10,3,0.936386768447837
"HEME_vs_CONTROL",5,2,1,13,400,"floor_sqrt_p",5,10,3,0.938931297709924
"HEME_vs_CONTROL",5,2,1,13,400,"floor_sqrt_p",7,10,3,0.936386768447837
"HEME_vs_CONTROL",5,2,2,13,400,"floor_sqrt_p",2,10,3,0.954198473282443
"HEME_vs_CONTROL",5,2,2,13,400,"floor_sqrt_p",5,10,3,0.94910941475827
"HEME_vs_CONTROL",5,2,2,13,400,"floor_sqrt_p",7,10,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,13,400,"floor_sqrt_p",2,10,3,0.946564885496183
"HEME_vs_CONTROL",5,2,3,13,400,"floor_sqrt_p",5,10,3,0.94147582697201
"HEME_vs_CONTROL",5,2,3,13,400,"floor_sqrt_p",7,10,3,0.944020356234097
"HEME_vs_CONTROL",5,2,4,13,400,"floor_sqrt_p",2,10,3,0.946428571428571
"HEME_vs_CONTROL",5,2,4,13,400,"floor_sqrt_p",5,10,3,0.954081632653061
"HEME_vs_CONTROL",5,2,4,13,400,"floor_sqrt_p",7,10,3,0.948979591836735
"HEME_vs_CONTROL",5,2,5,13,400,"floor_sqrt_p",2,10,3,0.933673469387755
"HEME_vs_CONTROL",5,2,5,13,400,"floor_sqrt_p",5,10,3,0.933673469387755
"HEME_vs_CONTROL",5,2,5,13,400,"floor_sqrt_p",7,10,3,0.933673469387755
"HEME_vs_CONTROL",5,2,1,14,400,"floor_sqrt_p",2,10,3,0.936386768447837
"HEME_vs_CONTROL",5,2,1,14,400,"floor_sqrt_p",5,10,3,0.933842239185751
"HEME_vs_CONTROL",5,2,1,14,400,"floor_sqrt_p",7,10,3,0.933842239185751
"HEME_vs_CONTROL",5,2,2,14,400,"floor_sqrt_p",2,11,3,0.954198473282443
"HEME_vs_CONTROL",5,2,2,14,400,"floor_sqrt_p",5,11,3,0.951653944020356
"HEME_vs_CONTROL",5,2,2,14,400,"floor_sqrt_p",7,11,3,0.956743002544529
"HEME_vs_CONTROL",5,2,3,14,400,"floor_sqrt_p",2,11,3,0.944020356234097
"HEME_vs_CONTROL",5,2,3,14,400,"floor_sqrt_p",5,11,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,14,400,"floor_sqrt_p",7,11,3,0.94910941475827
"HEME_vs_CONTROL",5,2,4,14,400,"floor_sqrt_p",2,11,3,0.954081632653061
"HEME_vs_CONTROL",5,2,4,14,400,"floor_sqrt_p",5,11,3,0.951530612244898
"HEME_vs_CONTROL",5,2,4,14,400,"floor_sqrt_p",7,11,3,0.943877551020408
"HEME_vs_CONTROL",5,2,5,14,400,"floor_sqrt_p",2,11,3,0.943877551020408
"HEME_vs_CONTROL",5,2,5,14,400,"floor_sqrt_p",5,11,3,0.941326530612245
"HEME_vs_CONTROL",5,2,5,14,400,"floor_sqrt_p",7,11,3,0.941326530612245
"HEME_vs_CONTROL",5,2,1,15,400,"floor_sqrt_p",2,11,3,0.923664122137405
"HEME_vs_CONTROL",5,2,1,15,400,"floor_sqrt_p",5,11,3,0.921119592875318
"HEME_vs_CONTROL",5,2,1,15,400,"floor_sqrt_p",7,11,3,0.916030534351145
"HEME_vs_CONTROL",5,2,2,15,400,"floor_sqrt_p",2,11,3,0.956743002544529
"HEME_vs_CONTROL",5,2,2,15,400,"floor_sqrt_p",5,11,3,0.954198473282443
"HEME_vs_CONTROL",5,2,2,15,400,"floor_sqrt_p",7,11,3,0.954198473282443
"HEME_vs_CONTROL",5,2,3,15,400,"floor_sqrt_p",2,11,3,0.936386768447837
"HEME_vs_CONTROL",5,2,3,15,400,"floor_sqrt_p",5,11,3,0.938931297709924
"HEME_vs_CONTROL",5,2,3,15,400,"floor_sqrt_p",7,11,3,0.938931297709924
"HEME_vs_CONTROL",5,2,4,15,400,"floor_sqrt_p",2,11,3,0.946428571428571
"HEME_vs_CONTROL",5,2,4,15,400,"floor_sqrt_p",5,11,3,0.943877551020408
"HEME_vs_CONTROL",5,2,4,15,400,"floor_sqrt_p",7,11,3,0.946428571428571
"HEME_vs_CONTROL",5,2,5,15,400,"floor_sqrt_p",2,11,3,0.951530612244898
"HEME_vs_CONTROL",5,2,5,15,400,"floor_sqrt_p",5,11,3,0.948979591836735
"HEME_vs_CONTROL",5,2,5,15,400,"floor_sqrt_p",7,11,3,0.948979591836735
"HEME_vs_CONTROL",5,2,1,16,400,"floor_sqrt_p",2,11,3,0.931297709923664
"HEME_vs_CONTROL",5,2,1,16,400,"floor_sqrt_p",5,11,3,0.933842239185751
"HEME_vs_CONTROL",5,2,1,16,400,"floor_sqrt_p",7,11,3,0.933842239185751
"HEME_vs_CONTROL",5,2,2,16,400,"floor_sqrt_p",2,11,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,16,400,"floor_sqrt_p",5,11,3,0.938931297709924
"HEME_vs_CONTROL",5,2,2,16,400,"floor_sqrt_p",7,11,3,0.944020356234097
"HEME_vs_CONTROL",5,2,3,16,400,"floor_sqrt_p",2,12,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,16,400,"floor_sqrt_p",5,12,3,0.94910941475827
"HEME_vs_CONTROL",5,2,3,16,400,"floor_sqrt_p",7,12,3,0.94910941475827
"HEME_vs_CONTROL",5,2,4,16,400,"floor_sqrt_p",2,12,3,0.954081632653061
"HEME_vs_CONTROL",5,2,4,16,400,"floor_sqrt_p",5,12,3,0.951530612244898
"HEME_vs_CONTROL",5,2,4,16,400,"floor_sqrt_p",7,12,3,0.951530612244898
"HEME_vs_CONTROL",5,2,5,16,400,"floor_sqrt_p",2,11,3,0.943877551020408
"HEME_vs_CONTROL",5,2,5,16,400,"floor_sqrt_p",5,11,3,0.943877551020408
"HEME_vs_CONTROL",5,2,5,16,400,"floor_sqrt_p",7,11,3,0.948979591836735
"HEME_vs_CONTROL",5,2,1,17,400,"floor_sqrt_p",2,12,3,0.936386768447837
"HEME_vs_CONTROL",5,2,1,17,400,"floor_sqrt_p",5,12,3,0.931297709923664
"HEME_vs_CONTROL",5,2,1,17,400,"floor_sqrt_p",7,12,3,0.936386768447837
"HEME_vs_CONTROL",5,2,2,17,400,"floor_sqrt_p",2,12,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,17,400,"floor_sqrt_p",5,12,3,0.94147582697201
"HEME_vs_CONTROL",5,2,2,17,400,"floor_sqrt_p",7,12,3,0.931297709923664
"HEME_vs_CONTROL",5,2,3,17,400,"floor_sqrt_p",2,12,3,0.951653944020356
"HEME_vs_CONTROL",5,2,3,17,400,"floor_sqrt_p",5,12,3,0.951653944020356
"HEME_vs_CONTROL",5,2,3,17,400,"floor_sqrt_p",7,12,3,0.951653944020356
"HEME_vs_CONTROL",5,2,4,17,400,"floor_sqrt_p",2,12,3,0.946428571428571
"HEME_vs_CONTROL",5,2,4,17,400,"floor_sqrt_p",5,12,3,0.948979591836735
"HEME_vs_CONTROL",5,2,4,17,400,"floor_sqrt_p",7,12,3,0.948979591836735
"HEME_vs_CONTROL",5,2,5,17,400,"floor_sqrt_p",2,12,3,0.928571428571429
"HEME_vs_CONTROL",5,2,5,17,400,"floor_sqrt_p",5,12,3,0.936224489795918
"HEME_vs_CONTROL",5,2,5,17,400,"floor_sqrt_p",7,12,3,0.926020408163265
"HEME_vs_CONTROL",5,2,1,18,400,"floor_sqrt_p",2,12,3,0.928753180661578
"HEME_vs_CONTROL",5,2,1,18,400,"floor_sqrt_p",5,12,3,0.926208651399491
"HEME_vs_CONTROL",5,2,1,18,400,"floor_sqrt_p",7,12,3,0.928753180661578
"HEME_vs_CONTROL",5,2,2,18,400,"floor_sqrt_p",2,12,3,0.931297709923664
"HEME_vs_CONTROL",5,2,2,18,400,"floor_sqrt_p",5,12,3,0.928753180661578
"HEME_vs_CONTROL",5,2,2,18,400,"floor_sqrt_p",7,12,3,0.931297709923664
"HEME_vs_CONTROL",5,2,3,18,400,"floor_sqrt_p",2,13,3,0.951653944020356
